,abstract,link4download,links,num_citations,num_downloads_cu,publication_date,title,venue
540,"With network traffic rates continuously growing, security systems like firewalls are facing increasing challenges to process incoming packets at line speed without sacrificing protection. Accordingly, specialized hardware firewalls are increasingly used in high-speed environments. Hardware solutions, though, are inherently limited in terms of the complexity of the policies they can implement, often forcing users to choose between throughput and comprehensive analysis. On the contrary, complex rules typically constitute only a small fraction of the rule set. This motivates the combination of massively parallel, yet complexity-limited specialized circuitry with a slower, but semantically powerful software firewall. The key challenge in such a design arises from the dependencies between classification rules due to their relative priorities within the rule set: complex rules requiring software-based processing may be interleaved at arbitrary positions between those where hardware processing is feasible. We therefore discuss approaches for partitioning and transforming rule sets for hybrid packet processing, and propose HyPaFilter, a hybrid classification system based on tailored circuitry on an FPGA as an accelerator for a Linux netfilter firewall. Our evaluation demonstrates 30-fold performance gains in comparison to software-only processing.",https://dl.acm.org/ft_gateway.cfm?id=2881033&ftid=1700043&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2881033&preflayout=flat,2,226,March 2016,HyPaFilter: A Versatile Hybrid FPGA Packet Filter,ANCS '16: Proceedings of the 2016 Symposium on Architectures for Networking and Communications Systems
541,"Earlier research focus towards anomaly detection has been towards using classifiers such as kNN, SVM and using existing distance measures to perform classification. Traditionally IDSs (Intrusion detection systems) have been developed by applying machine learning techniques and adopted single learning mechanism. This is later extended by developing Intrusion Detection Systems by adopting multiple learning mechanisms. Such systems have addressed better detection rates compared to single learning Intrusion Detection Systems. Dimensionality is one more serious concern which affects the performance of classification algorithms. Approaches such as ""Feature selection"" have been studied and adopted which selects a subset features from the feature set. However, the feature extraction approach for dimensionality reduction has proved to be better compared to feature selection and achieved better classification and detection rates. In this research, we address ""Feature extraction"" using ""Evolutionary feature clustering"" by proposing a ""Novel fuzzy membership function"" which addresses Dimensionality Reduction (DR). The idea is to transform the initial connection representation so that its equivalent representation has reduced noise affect and achieves better classification or detection rates. Experimental results on KDD datasets with 19 and 41 attributes, prove that the proposed approach has improved detection rates for R2L and U2R attack classes when compared to CANN, CLAPP, and SVM approaches. CANN approach recorded lower detection rates w.r.t U2R and R2L attacks. This failure is addressed in our earlier studies through proposing, CLAPP which proved comparatively better accuracy rates to CANN. The fuzzy membership function proposed in this paper, recorded better classification and detection rates in experiments conducted",https://dl.acm.org/ft_gateway.cfm?id=3234733&ftid=1993109&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3234733&preflayout=flat,2,85,June 2018,Feature Clustering for Anomaly Detection Using Improved Fuzzy Membership Function,ICEMIS '18: Proceedings of the Fourth International Conference on Engineering & MIS 2018
542,"SMS (Short Messaging Service) is a text messaging service for mobile users to exchange short text messages. It is also widely used to provide SMS-powered services (e.g., mobile banking). With the rapid deployment of all-IP 4G mobile networks, the underlying technology of SMS evolves from the legacy circuit-switched network to the IMS (IP Multimedia Subsystem) system over packet-switched network. In this work, we study the insecurity of the IMS-based SMS. We uncover its security vulnerabilities and exploit them to devise four SMS attacks: silent SMS abuse, SMS spoofing, SMS client DoS, and SMS spamming. We further discover that those SMS threats can propagate towards SMS-powered services, thereby leading to three malicious attacks: social network account hijacking, unauthorized donation, and unauthorized subscription. Our analysis reveals that the problems stem from the loose security regulations among mobile phones, carrier networks, and SMS-powered services. We finally propose remedies to the identified security issues.",https://dl.acm.org/ft_gateway.cfm?id=2978393&ftid=1805763&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2978393&preflayout=flat,2,651,October 2016,New Security Threats Caused by IMS-based SMS Service in 4G LTE Networks,CCS '16: Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security
543,We present a new solution to the problem of determining the path a packet traversed over the Internet (called the traceback problem) during a denial-of-service attack. This article reframes the traceback problem as a polynomial reconstruction problem and uses algebraic techniques from coding theory and learning theory to provide robust methods of transmission and reconstruction.,https://dl.acm.org/ft_gateway.cfm?id=505588&ftid=77220&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=505588&preflayout=flat,62,"1,383",May 2002,An algebraic approach to IP traceback,"ACM Transactions on Information and System Security (TISSEC): Volume 5 Issue 2, May 2002"
544,"Recently, Lee et al. proposed an improvement on Peyravian and Zunic scheme to make the protocol withstand the guessing attack. However, their scheme suffers from a denial of service attack. In this paper, we show that an attacker can easily prevent the normal use of communication facilities by performing the attack. We also propose an enhancement of the scheme to isolate such a problem.",https://dl.acm.org/ft_gateway.cfm?id=991135&ftid=261305&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=991135&preflayout=flat,6,418,April 2004,A secure user authentication scheme using hash functions,"ACM SIGOPS Operating Systems Review: Volume 38 Issue 2, April 2004"
545,"In this paper, we study information leakage by control planes of Software Defined Networks. We find that the response time of an OpenFlow control plane depends on its workload, and we develop an inference attack that an adversary with control of a single host could use to learn about network configurations without needing to compromise any network infrastructure (i.e. switches or controller servers). We also demonstrate that our inference attack works on real OpenFlow hardware. To our knowledge, no previous work has evaluated OpenFlow inference attacks outside of simulation.",https://dl.acm.org/ft_gateway.cfm?id=2876030&ftid=1694905&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2876030&preflayout=flat,1,365,March 2016,Timing SDN Control Planes to Infer Network Configurations,SDN-NFV Security '16: Proceedings of the 2016 ACM International Workshop on Security in Software Defined Networks & Network Function Virtualization
546,"Traffic anomalies are specific types of events and conditions which differ from the normal or expected network behavior, and therefore should be brought to the attention of network operators. Examples of such events include, but are not limited to link or router outages, Denial-of-Service (DoS) attacks, flash crowds, port scans and misconfigured devices.",https://dl.acm.org/ft_gateway.cfm?id=1364730&ftid=508568&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1364730&preflayout=flat,0,134,December 2007,Identifying statistically anomalous regions in time series of network traffic,CoNEXT '07: Proceedings of the 2007 ACM CoNEXT conference
547,IP anycast provides DNS operators and CDNs with automatic fail-over and reduced latency by breaking the Internet into ,https://dl.acm.org/ft_gateway.cfm?id=3131371&ftid=1921708&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3131371&preflayout=flat,1,85,November 2017,Broad and load-aware anycast mapping with verfploeter,IMC '17: Proceedings of the 2017 Internet Measurement Conference
548,"In Internet Domain Name System (DNS), services operate ",https://dl.acm.org/ft_gateway.cfm?id=3131366&ftid=1921711&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3131366&preflayout=flat,3,97,November 2017,Recursives in the wild: engineering authoritative DNS servers,IMC '17: Proceedings of the 2017 Internet Measurement Conference
549,"Intrusion detection systems (IDS) based on machine learning (ML) can be used to detect anomalies in data traffic. Common challenges for IDSs are low detection rates, high false alarm rates, and the need to process large amount of data. In order to overcome these challenges various types of supervised, semi-supervised and unsupervised ML methods are being widely researched. However, the need for high-performance processing capabilities in order to perform the calculations restricts the use in industrial control systems (ICS) with usually small embedded processing elements. In this paper, a comparison of key ML methods is carried out that focuses on data traffic and processing requirements for the application to ICS. Furthermore, a variant of growing hierarchical self-organizing maps (GHSOM) is described that proposes a new method to detect anomalies based on the GHSOM behaviour. The influence of the GHSOM parameters on the detection ratio of different kinds of attacks on a production line for the proposed method is examined. To detect attacks on the ICS, growth criteria of the GHSOM have been applied as alarm generating conditions. The comparison of the performance of GHSOM, Feedforward Artificial Neural Network (ANN), Support Vector Machine (SVM) and Local Outlier Factor (LOF) took place based on receiver operating characteristics of the classification between normal and anomalous data captured from a real industrial line testbed. The proposed method has shown comparable classification results with one-class SVM and LOF as novelty detection method in the studied case scenario.",https://dl.acm.org/ft_gateway.cfm?id=3329531&ftid=2070215&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3329531&preflayout=flat,0,54,July 2019,Intrusion Detection Using Growing Hierarchical Self-Organizing Maps and Comparison with other Intrusion Detection Techniques,CPSS '19: Proceedings of the 5th on Cyber-Physical System Security Workshop
550,"The availability and ubiquity of different types of access networks is pushing everyone towards heterogeneous and interconnected core and access network technologies. Enforcing effective security schemes for packet capturing and no denial of service in heterogeneous wireless networks (HWN) is a challenging task for researchers. To overcome these challenges, we need intelligent security techniques which can adapt to change in topology and nature of attacks. To overcome these challenges, we present a new algorithm Periodic Adaptive and Intelligent Route Selection (PAIRS). PAIRS will select appropriate route using adaptive neuro-fuzzy inference system (ANFIS) periodically. This algorithm minimizes the probability of packet capturing by changing the route of packets periodically. Simulation results illustrates that PAIRS effectively balance overall load of the network and prevents denial of service (DoS) attack by offering improved resource management.",https://dl.acm.org/ft_gateway.cfm?id=2381755&ftid=1295822&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2381755&preflayout=flat,0,58,September 2012,Periodic route selection for secure packet delivery,CUBE '12: Proceedings of the CUBE International Information Technology Conference
551,"This paper addresses the identifier ownership problem. It does so by using characteristics of Statistical Uniqueness and Cryptographic Verifiability (SUCV) of certain entities which this document calls SUCV Identifiers and Addresses, or, alternatively, Crypto-based Identifiers. Their characteristics allow them to severely limit certain classes of denial-of-service attacks and hijacking attacks. SUCV addresses are particularly applicable to solve the address ownership problem that hinders mechanisms like Binding Updates in Mobile IPv6.",https://dl.acm.org/ft_gateway.cfm?id=984338&ftid=264403&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=984338&preflayout=flat,18,"1,847",February 2004,Crypto-based identifiers (CBIDs): Concepts and applications,"ACM Transactions on Information and System Security (TISSEC): Volume 7 Issue 1, February 2004"
552,"HTTP GET flooding attack is considered to be one of the most successful attacks of Application Layer Denial of Service (App-DoS). Detection of such attack is difficult due to its non-intrusive nature. This paper presents an effective method for detection of such App-DoS attack for three different scenarios. The proposed method was tested over three real-life data-sets, i.e. KDD99, LBNL and our own data-set, and has been found to perform satisfactorily.",https://dl.acm.org/ft_gateway.cfm?id=1948047&ftid=930132&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1948047&preflayout=flat,7,554,February 2011,Detection of HTTP flooding attacks in multiple scenarios,"ICCCS '11: Proceedings of the 2011 International Conference on Communication, Computing & Security"
553,"The security of Vehicular Ad Hoc Networks (VANETs) plays a key role in protecting against bogus and malicious messages, misusing at roads, eavesdropping etc. Nowadays, common cryptographic solutions guarantee message integrity, authentication, non-repudiation and privacy which is required as a serious requirement in VANETs due to the possibility of tracking of drivers by malicious observers. The related and prior works ensure security and privacy. Nevertheless, the efficiency of these schemes is usually low or there is the possibility of denial of services attacks. The main goal of our paper is to provide initial design of a scheme which ensures privacy, security and efficiency. The proposed scheme can also protect against several Denial of Services Attacks. We compare our proposed solution with related solutions and outline the evaluation of our scheme.",https://dl.acm.org/ft_gateway.cfm?id=2387232&ftid=1301002&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2387232&preflayout=flat,0,203,October 2012,Group signatures for secure and privacy preserving vehicular ad hoc networks,Q2SWinet '12: Proceedings of the 8h ACM symposium on QoS and security for wireless and mobile networks
554,"Scientific workflows are complex, often generating large amounts of data that need to be processed in multiple stages. The data often generated at remote locations must be transferred from the source and between the distributed HPC nodes interconnected by high-speed networks that carry other background traffic. Increasingly, many of these scientific workflows require processing to be completed within a deadline, which, in turn, imposes deadline on the network data transfer. A recent example of a deadline-driven workflow occurred when LIGO and Virgo detectors observed a gravitational wave signal associated with the merger of two neutron stars. The merger, known as a kilonova, occurred in a galaxy 130 million light-years from Earth in the southern constellation of Hydra. The data from this initial observation had to be processed in a timely manner and sent to astronomers around the world so that they could aim their instruments to the right section of the sky to image the source of the signal.",https://dl.acm.org/ft_gateway.cfm?id=3329260&ftid=2067377&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3329260&preflayout=flat,0,11,June 2019,Performance and Security Challenges in Science Workflows,SNTA '19: Proceedings of the ACM Workshop on Systems and Network Telemetry and Analytics
555,We describe a new blackbox complexity testing technique for determining the worst-case asymptotic complexity of a given application. The key idea is to look for an ,https://dl.acm.org/ft_gateway.cfm?id=3236039&ftid=2012505&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3236039&preflayout=flat,1,101,October 2018,Singularity: pattern fuzzing for worst case complexity,ESEC/FSE 2018: Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
556,"Network Management is a critical process for an enterprise to configure and monitor the network devices using cost effective methods. It is imperative for it to be robust and free from adversarial or accidental security flaws. With the advent of cloud computing and increasing demands for centralized network control, conventional management protocols like SNMP appear inadequate and newer techniques like NMDA and NETCONF have been invented. However, unlike SNMP which underwent improvements concentrating on security, the new data management and storage techniques have not been scrutinized for the inherent security flaws. In this paper, we identify several vulnerabilities in the widely used critical infrastructures which leverage the Network Management Datastore Architecture design (NMDA). Software Defined Networking (SDN), a proponent of NMDA, heavily relies on its datastores to program and manage the network. We base our research on the security challenges put forth by the existing datastore's design as implemented by the SDN controllers. The vulnerabilities identified in this work have a direct impact on the controllers like OpenDayLight, Open Network Operating System and their proprietary implementations (by CISCO, Ericsson, RedHat, Brocade, Juniper, etc). Using our threat detection methodology, we demonstrate how the NMDA-based implementations are vulnerable to attacks which compromise availability, integrity, and confidentiality of the network. We finally propose defense measures to address the security threats in the existing design and discuss the challenges faced while employing these countermeasures.",https://dl.acm.org/ft_gateway.cfm?id=3243799&ftid=2008910&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3243799&preflayout=flat,0,284,January 2018,AIM-SDN: Attacking Information Mismanagement in SDN-datastores,CCS '18: Proceedings of the 2018 ACM SIGSAC Conference on Computer and Communications Security
557,"A fundamental limitation of Bitcoin and its variants is that the movement of coin between addresses can be observed by examining the public block chain. This record enables adversaries to link addresses to individuals, and to identify multiple addresses as belonging to a single participant. Users can try to hide this information by mixing, where a participant exchanges the funds in an address coin-for-coin with another participant and address. In this paper, we describe the weaknesses of extant mixing protocols, and analyze their vulnerability to Sybil-based denial-of-service and inference attacks. As a solution, we propose Xim, a two-party mixing protocol that is compatible with Bitcoin and related virtual currencies. It is the first decentralized protocol to simultaneously address Sybil attackers, denial-of-service attacks, and timing-based inference attacks. Xim is a multi-round protocol with tunably high success rates. It includes a decentralized system for anonymously finding mix partners based on ads placed in the block chain. No outside party can confirm or find evidence of participants that pair up. We show that Xim's design increases attacker costs linearly with the total number of participants, and that its probabilistic approach to mixing mitigates Sybil-based denial-of-service attack effects. We evaluate protocol delays based on our measurements of the Bitcoin network.",https://dl.acm.org/ft_gateway.cfm?id=2665955&ftid=1512061&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2665955&preflayout=flat,8,446,November 2014,Sybil-Resistant Mixing for Bitcoin,WPES '14: Proceedings of the 13th Workshop on Privacy in the Electronic Society
558,"Name services are critical for mapping logical resource names to physical resources in large-scale distributed systems. The Domain Name System (DNS) used on the Internet, however, is slow, vulnerable to denial of service attacks, and does not support fast updates. These problems stem fundamentally from the structure of the legacy DNS.This paper describes the design and implementation of the Cooperative Domain Name System (CoDoNS), a novel name service, which provides high lookup performance through proactive caching, resilience to denial of service attacks through automatic load-balancing, and fast propagation of updates. CoDoNS derives its scalability, decentralization, self-organization, and failure resilience from peer-to-peer overlays, while it achieves high performance using the Beehive replication framework. Cryptographic delegation, instead of host-based physical delegation, limits potential malfeasance by namespace operators and creates a competitive market for namespace management. Backwards compatibility with existing protocols and wire formats enables CoDoNS to serve as a backup for legacy DNS, as well as a complete replacement. Performance measurements from a real-life deployment of the system in PlanetLab shows that CoDoNS provides fast lookups, automatically reconfigures around faults without manual involvement and thwarts distributed denial of service attacks by promptly redistributing load across nodes.",https://dl.acm.org/ft_gateway.cfm?id=1015504&ftid=274234&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1015504&preflayout=flat,65,"2,210",August 2004,The design and implementation of a next generation name service for the internet,"SIGCOMM '04: Proceedings of the 2004 conference on Applications, technologies, architectures, and protocols for computer communications"
559,"P2P systems are exposed to an unusually broad range of attacks. These include a spectrum of denial-of-service, or ",https://dl.acm.org/ft_gateway.cfm?id=1133601&ftid=355006&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1133601&preflayout=flat,7,342,September 2004,Impeding attrition attacks in P2P systems,EW 11: Proceedings of the 11th workshop on ACM SIGOPS European workshop
560,"Depending on their configuration, administration, and provisioning, networks provide drastically different features. For instance, some networks provide little failure resilience while others provision failover capacity and deploy middleboxes to protect against denial of service attacks [1, 2]. Yet the standard IP interface masks these differences; every network appears to provide the same basic ""dial-tone"" service. Consequently, clients that desire certain network properties must resort to ad hoc techniques to detect these differences or must target the lowest common denominator service.",https://dl.acm.org/ft_gateway.cfm?id=1921231&type=pdf&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1921231&preflayout=flat,0,83,November 2010,NetQuery: a knowledge plane for reasoning about network properties,CoNEXT '10 Student Workshop: Proceedings of the ACM CoNEXT Student Workshop
561,"In order to reduce the amount of radio communications, wireless sensor networks may perform ",https://dl.acm.org/ft_gateway.cfm?id=1368468&ftid=517648&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1368468&preflayout=flat,0,67,December 2006,Resisting against aggregator compromises in sensor networks,CoNEXT '06: Proceedings of the 2006 ACM CoNEXT conference
562,"The advent of smartphones with a diversity of services using data and inexpensive charge policies has caused an explosion in data usage. The increased data usage introduces new security vulnerabilities in 3G networks, which often experience DoS (Denial of Service) attacks. In this paper, We discuss a type of DoS attack known as a DCH (Dedicated CHannel) starvation attack, which can occur in 3G networks. We then propose a detection scheme using character of the attack.",https://dl.acm.org/ft_gateway.cfm?id=2401677&ftid=1315749&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2401677&preflayout=flat,0,74,October 2012,A DCH starvation DoS attack in UMTS,RACS '12: Proceedings of the 2012 ACM Research in Applied Computation Symposium
563,"Many remote authentication and key exchange protocols have been published in recent years. In 2008 Hölbl et al. proposed a password-based protocol for remote user authentication and password changing. This protocol protects message transmission between senders and receivers over insecure networks. In this paper we will show that the Hölbl et al. protocol remains vulnerable to stolen-verifier attack, off-line password guessing attack, and Denial-of-Service (DoS) attack. In addition, we proposed an improve protocol to withstand such security flaws.",https://dl.acm.org/ft_gateway.cfm?id=1806372&ftid=806249&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1806372&preflayout=flat,0,62,December 2009,Improvement of Hölbl et al. user authentication protocol and password change protocol,iiWAS '09: Proceedings of the 11th International Conference on Information Integration and Web-based Applications & Services
564,"OceanStore is a utility infrastructure designed to span the globe and provide continuous access to persistent information. Since this infrastructure is comprised of untrusted servers, data is protected through redundancy and cryptographic techniques. To improve performance, data is allowed to be cached anywhere, anytime. Additionally, monitoring of usage patterns allows adaptation to regional outages and denial of service attacks; monitoring also enhances performance through pro-active movement of data. A prototype implementation is currently under development.",https://dl.acm.org/ft_gateway.cfm?id=357007&ftid=51956&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=357007&preflayout=flat,61,"1,548",November 2000,OceanStore: an architecture for global-scale persistent storage,"ACM SIGPLAN Notices: Volume 35 Issue 11, Nov. 2000"
565,"The advent of Blockchain Technology allows us to develop a Decentralized Application called DApp on peer-to-peer network, which can harden changes of contracts in the DApp and denial of service (DoS) attacks to the DApp. We reengineer an App to a DApp allowing smart contracts, and compare the given legacy App and the target DApp. We conclude that DApp is not a separate application but a complementary application of the current App by comparing their architectures.",https://dl.acm.org/ft_gateway.cfm?id=3241827&ftid=2005244&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3241827&preflayout=flat,0,148,September 2018,An Architectural Analysis of a Blockchain-Based Web Application for Supporting Smart Contracts and Hardening Security,SIGITE '18: Proceedings of the 19th Annual SIG Conference on Information Technology Education
566,"A botnet is a network of computers on the Internet infected with software robots, bots. There are numerous botnets. Some of them control millions of computers. Botnets have become the platform for the scourge of the Internet, namely, spam e-mails, launch denial of service attacks, click fraud, theft of sensitive information, cyber sabotage, cyber warfare, etc. In this paper, we review the status of the botnets, how they work, and how they may be defeated.",https://dl.acm.org/ft_gateway.cfm?id=1967488&ftid=934039&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1967488&preflayout=flat,0,802,November 2010,On botnets,iiWAS '10: Proceedings of the 12th International Conference on Information Integration and Web-based Applications & Services
567,"Recent work in animated human-like agent has made impressive progress toward generating agents with believable appearances and realistic motions for the interactive applications of inhabited virtual worlds. It remains difficult, however, to instruct ...",https://dl.acm.org/ft_gateway.cfm?id=376291&ftid=50298&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=376291&preflayout=flat,7,196,May 2001,Portable resource control in the J-SEAL2 mobile agent system,AGENTS '01: Proceedings of the fifth international conference on Autonomous agents
568,"MinimaLT is a new network protocol that provides ubiquitous encryption for maximal confidentiality, including protecting packet headers. MinimaLT provides server and user authentication, extensive Denial-of-Service protections, privacy-preserving IP mobility, and fast key erasure. We describe the protocol, demonstrate its performance relative to TLS and unencrypted TCP/IP, and analyze its protections, including its resilience against DoS attacks. By exploiting the properties of its cryptographic protections, MinimaLT is able to eliminate three way handshakes and thus create connections faster than unencrypted TCP/IP.",https://dl.acm.org/ft_gateway.cfm?id=2516737&ftid=1411867&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=2516737&preflayout=flat,6,649,November 2013,MinimaLT: minimal-latency networking through better security,CCS '13: Proceedings of the 2013 ACM SIGSAC conference on Computer & communications security
569,"Recently, Lee et al. proposed an improved scheme, called LLH scheme, to solve a security problem of guessing attack in the Peyravian-Zunic password scheme. The scheme comprises a password authentication protocol and a password change protocol. However, we discuss that the LLH scheme has several security problems: the scheme is still vulnerable to the guessing attack; the scheme cannot also prevent the stolen-verifier attack; the password change protocol in scheme is vulnerable to a denial of service attack.",https://dl.acm.org/ft_gateway.cfm?id=974106&ftid=251123&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=974106&preflayout=flat,0,241,January 2004,Cryptanalysis of a user authentication scheme using hash functions,"ACM SIGOPS Operating Systems Review: Volume 38 Issue 1, January 2004"
570,"OceanStore is a utility infrastructure designed to span the globe and provide continuous access to persistent information. Since this infrastructure is comprised of untrusted servers, data is protected through redundancy and cryptographic techniques. To improve performance, data is allowed to be cached anywhere, anytime. Additionally, monitoring of usage patterns allows adaptation to regional outages and denial of service attacks; monitoring also enhances performance through pro-active movement of data. A prototype implementation is currently under development.",https://dl.acm.org/ft_gateway.cfm?id=379239&ftid=61640&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=379239&preflayout=flat,554,"2,825",November 2000,OceanStore: an architecture for global-scale persistent storage,ASPLOS IX: Proceedings of the ninth international conference on Architectural support for programming languages and operating systems
571,"Industrial networks typically connect hundreds or thousands of sensors and actuators in industrial facilities, such as steel mills and oil refineries. Although the typical industrial applications operate at low data rates, they pose unique challenges because of their critical demands for reliable and real-time communication in harsh industrial environments. IEEE 802.15.4 based Wireless Sensor-Actuator Networks (WSANs) technology is appealing for use to construct industrial networks because it can be deployed and maintained inexpensively. Battery-powered wireless modules easily and inexpensively retrofit existing sensors and actuators in industrial facilities without running cabling for communication and power. To address the stringent real-time and reliability requirements, WSANs adopt a set of novel design choices such as employing the Time-Synchronized Channel Hopping (TSCH) technology that distinguish themselves from traditional Wireless Sensor Networks (WSNs) that require only best effort services. The equation-based channel hopping used in TSCH simplifies the network operations at the cost of security. Our case study shows that an attacker can reverse engineer the channel hopping sequence by silently observing the channel activities and then perform smart collision attacks. In this poster proposal, we describe our target problem and present our case study based on a publicly accessible implementation of TSCH.",https://dl.acm.org/ft_gateway.cfm?id=3278502&ftid=2016059&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=3278502&preflayout=flat,0,101,October 2018,Cracking the TSCH Channel Hopping in IEEE 802.15.4e,CCS '18: Proceedings of the 2018 ACM SIGSAC Conference on Computer and Communications Security
572,"Malicious javascript frequently serves as a starting point of web-based attacks, in particular cross-site scripting. Thus detecting malicious javascript before execution can protect users from attacks such as malware infection, drive-by downloads, and even from participating in denial-of-service attacks as part of botnet sometimes. A large collection of malicious javascript would help with detector development, but by the time crawler arrives at blacklisted domains attackers and malicious scripts are often long gone. We have used classifiers to direct a web crawler better towards more likely locations of malicious scripts, and show how this targeted web crawler performs compared to crawler seed with blacklisted-domains.",https://dl.acm.org/ft_gateway.cfm?id=1651317&ftid=715938&dwn=1&CFID=160953474&CFTOKEN=7c6f91dd74e9b503-1C0ABB46-9DE0-E00D-1937B1AAC1661724,https://dl.acm.org/citation.cfm?id=1651317&preflayout=flat,4,527,November 2009,A targeted web crawling for building malicious javascript collection,DSMM '09: Proceedings of the ACM first international workshop on Data-intensive software management and mining
